,Gia,Nha_ve_sinh,So_phong,Huong,Chieu_dai,Rong,Giay_to,Dien_tich,Dien_tich_su_dung,Hem_rong,Duong_mat_tien,Duong,Phuong,Quan,So_lau,Tang_thuong,Gac_lung,Tang_ham,Gan_cho,Gan_truong,Gan_congvien,Gan_mat_tien,Di_chuyen,Thoang,an_ninh,2_duong_chinh,2_hem,binned
135,7200,5,5,Đông,27.98,4.5,Sổ hồng,119.3,199.2,5.0,0,nguyễn văn quỳ,Phường Phú Thuận,Quận 7,2,1,0,0,1,0,0,0,1,1,1,0,0,"(4000.0, 10000.0]"
136,12500,3,4,Đ.Bắc,17.06,4.01,Sổ hồng,49.8,149.8,5.41,0,bạch đằng,Phường 24,Quận Bình Thạnh,3,0,0,0,1,1,1,1,1,1,1,0,0,"(10000.0, 20000.0]"
137,3500,2,2,T.Bắc,4.8,4.9,Sổ hồng,22.3,48.6,7.8,1,mai văn ngọc,Phường 11,Quận Phú Nhuận,1,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
138,5100,6,5,T.Bắc,25.0,4.0,Sổ hồng,100.0,244.6,4.0,0,thạnh xuân 24,Phường Thạnh Xuân,Quận 12,3,0,0,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
140,2200,1,2,Đ.Bắc,10.48,3.14,Sổ hồng,34.7,34.7,2.0,0,phạm thế hiển,Phường 6,Quận 8,1,0,0,0,1,1,1,0,1,0,0,0,0,"(900.0, 4000.0]"
142,4800,3,3,Nam,9.18,3.57,Sổ hồng,31.4,123.5,2.5,0,đinh tiên hoàng,Phường 1,Quận Bình Thạnh,3,0,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
144,9200,2,2,Đ.Bắc,9.8,5.47,Sổ hồng,52.0,116.4,5.0,1,ngô thời nhiệm,Phường 17,Quận Phú Nhuận,1,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
145,65000,32,32,T.Bắc,17.85,15.95,Sổ hồng,297.9,804.6,10.0,1,phan đăng lưu,Phường 3,Quận Phú Nhuận,3,0,0,0,1,1,0,1,1,0,1,0,0,"(50000.0, 101000.0]"
146,3900,2,2,Bắc,9.8,3.55,Sổ hồng,34.2,59.5,2.79,0,cư xá phú lâm a,Phường 12,Quận 6,1,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
147,2400,1,1,Bắc,6.3,3.55,Sổ hồng,22.0,47.0,1.7,0,võ văn ngân,Phường Linh Chiểu,Quận Thủ Đức,1,0,0,0,1,1,1,1,1,1,0,0,0,"(900.0, 4000.0]"
148,4400,2,2,T.Bắc,10.5,4.6,Sổ hồng,44.3,106.0,3.0,0,lưu hữu phước,Phường 15,Quận 8,1,0,0,0,1,1,0,1,1,0,1,0,0,"(4000.0, 10000.0]"
149,7200,5,4,Nam,10.0,3.8,Sổ hồng,28.2,124.3,4.0,0,nguyễn tri phương,Phường 4,Quận 10,3,1,1,0,1,0,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
150,2000,1,1,Tây,5.4,3.0,Sổ hồng,11.2,22.4,2.0,0,ngô đức kế,Phường 12,Quận Bình Thạnh,1,0,0,0,1,1,0,0,1,0,0,0,0,"(900.0, 4000.0]"
151,7200,2,2,Đ.Bắc,12.0,4.08,Sổ hồng,49.5,265.4,6.0,0,thép mới,Phường 12,Quận Tân Bình,1,1,1,0,1,1,0,1,1,0,0,0,0,"(4000.0, 10000.0]"
153,2600,2,3,Đ.Nam,9.71,4.0,Sổ hồng,36.4,70.0,3.0,0,huỳnh tấn phát,Thị trấn Nhà Bè,Huyện Nhà Bè,1,0,0,0,1,1,1,1,1,1,1,0,0,"(900.0, 4000.0]"
154,15800,4,3,T.Bắc,16.3,5.3,Sổ hồng,106.1,252.3,10.0,1,số 53,Phường Tân Phong,Quận 7,2,0,0,0,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
155,2900,2,2,T.Nam,11.04,3.3,Sổ hồng,36.2,70.3,3.0,0,mễ cốc,Phường 15,Quận 8,1,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
156,7000,5,6,T.Bắc,25.7,4.25,Sổ hồng,93.9,154.3,6.0,0,trường chinh,Phường Tân Thới Nhất,Quận 12,1,0,0,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
157,4100,2,3,Bắc,14.65,4.0,Sổ hồng,59.8,52.8,3.0,0,quang trung,Phường 10,Quận Gò Vấp,1,0,0,0,0,0,0,0,0,0,0,0,0,"(4000.0, 10000.0]"
158,3500,2,2,Đ.Bắc,4.75,9.24,Sổ hồng,21.4,42.8,3.0,0,số 11,Phường 11,Quận Gò Vấp,1,0,0,0,1,1,0,0,1,1,0,0,0,"(900.0, 4000.0]"
159,16000,20,20,Đ.Nam,28.2,4.0,Sổ hồng,114.8,370.0,5.5,0,trần xuân soạn,Phường Tân Hưng,Quận 7,2,1,1,0,1,1,1,0,1,0,0,0,0,"(10000.0, 20000.0]"
160,7000,5,5,Đ.Nam,25.29,5.0,Sổ hồng,129.4,255.8,6.0,0,huỳnh tấn phát,Thị trấn Nhà Bè,Huyện Nhà Bè,2,1,0,0,1,1,0,1,0,0,1,0,0,"(4000.0, 10000.0]"
162,37000,6,6,Nam,18.31,8.35,Sổ hồng,169.0,547.0,6.0,0,lê văn sỹ,Phường 14,Quận 3,2,0,0,0,1,0,1,0,1,0,0,0,0,"(20000.0, 50000.0]"
163,8300,4,4,T.Bắc,11.0,4.1,Sổ hồng,47.0,28.1,3.0,0,cách mạng tháng tám,Phường 5,Quận Tân Bình,2,1,0,0,1,1,0,1,0,0,0,0,0,"(4000.0, 10000.0]"
164,7500,3,3,T.Bắc,11.65,11.6,Sổ hồng,75.6,149.8,3.0,0,hoàng văn thụ,Phường 4,Quận Tân Bình,2,0,0,0,1,1,1,1,1,0,1,0,0,"(4000.0, 10000.0]"
165,6900,4,5,T.Nam,5.75,7.6,Sổ hồng,43.3,160.7,3.0,0,nguyễn văn đậu,Phường 11,Quận Bình Thạnh,3,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
167,5100,3,3,Đ.Bắc,11.4,3.3,Sổ hồng,43.0,71.0,2.5,0,phan tây hồ,Phường 7,Quận Phú Nhuận,1,0,0,0,1,1,0,0,0,0,0,0,0,"(4000.0, 10000.0]"
168,9500,15,16,Đ.Nam,13.36,8.27,Sổ hồng,106.8,306.2,5.0,1,số 8,Phường Hiệp Bình Chánh,Quận Thủ Đức,2,0,1,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
170,4000,2,2,Đ.Nam,15.01,5.11,Sổ hồng,63.6,57.4,1.7,0,số 42,Phường Bình Trưng Đông,Quận 2,1,0,0,0,1,1,0,1,1,1,1,0,0,"(900.0, 4000.0]"
171,5000,2,2,T.Bắc,6.4,4.83,Sổ hồng,29.3,87.9,3.0,0,nguyễn kiệm,Phường 4,Quận Phú Nhuận,2,0,0,0,1,1,1,0,0,0,0,0,0,"(4000.0, 10000.0]"
172,7200,4,4,Nam,14.0,4.0,Sổ hồng,56.0,168.0,14.0,1,số 62,Phường 10,Quận 6,2,1,0,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
174,19500,4,6,Đ.Nam,16.9,4.48,Sổ hồng,64.6,210.9,15.0,1,hòa hưng,Phường 13,Quận 10,2,1,1,0,1,1,1,1,1,1,1,0,0,"(10000.0, 20000.0]"
176,13000,4,4,T.Nam,20.0,4.0,Sổ hồng,84.0,225.6,11.23,1,số 23,Phường Linh Chiểu,Quận Thủ Đức,2,1,0,0,1,1,0,0,1,1,0,0,0,"(10000.0, 20000.0]"
177,3500,3,3,T.Bắc,7.02,3.05,Sổ hồng,21.6,64.7,8.0,0,nguyễn tư giản,Phường 12,Quận Gò Vấp,2,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
178,2400,3,4,T.Bắc,9.0,3.0,Sổ hồng,27.0,75.0,5.0,0,phạm hữu lầu,Xã Phước Kiển,Huyện Nhà Bè,2,0,0,0,1,1,0,0,1,1,0,0,0,"(900.0, 4000.0]"
179,4500,3,4,Bắc,20.7,4.84,Sổ hồng,100.0,225.9,6.0,0,lê văn lương,Xã Nhơn Đức,Huyện Nhà Bè,1,1,0,0,1,1,0,1,0,1,1,0,0,"(4000.0, 10000.0]"
180,8800,3,4,T.Nam,11.0,3.0,Sổ hồng,33.2,99.6,4.0,0,nam kỳ khởi nghĩa,Phường 8,Quận 3,2,1,1,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
181,4400,3,3,Nam,11.0,4.6,Sổ hồng,50.6,156.7,7.0,0,hiệp thành 13,Phường Hiệp Thành,Quận 12,2,0,0,0,1,0,0,0,0,0,0,0,0,"(4000.0, 10000.0]"
182,12500,4,7,Đ.Nam,19.61,2.6,Sổ hồng,34.6,173.0,15.0,1,hùng vương,Phường 1,Quận 10,3,0,1,0,1,0,1,0,1,0,0,0,0,"(10000.0, 20000.0]"
183,9300,5,4,Đ.Nam,16.63,4.95,Sổ hồng,72.5,218.7,4.5,0,số 19,Phường 8,Quận Gò Vấp,2,1,0,0,1,0,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
184,3800,3,4,Đ.Bắc,12.54,4.0,Sổ hồng,50.2,175.7,7.0,0,lê văn lương,Xã Nhơn Đức,Huyện Nhà Bè,2,1,0,0,1,1,1,1,1,1,1,0,1,"(900.0, 4000.0]"
185,7400,2,4,Đ.Bắc,20.97,3.9,Sổ hồng,62.0,196.0,20.0,1,bùi đình túy,Phường 12,Quận Bình Thạnh,1,0,0,0,1,1,0,1,1,1,0,0,0,"(4000.0, 10000.0]"
186,1800,4,3,T.Nam,4.95,3.1,Sổ hồng,13.2,39.6,2.0,0,lưu quý kỳ,Phường 10,Quận 8,3,0,0,0,0,0,0,0,1,1,1,0,0,"(900.0, 4000.0]"
187,14000,3,3,T.Bắc,11.25,5.9,Sổ hồng,62.5,175.5,4.0,0,nguyễn cảnh dị,Phường 4,Quận Tân Bình,2,1,0,0,1,1,1,1,1,1,1,0,0,"(10000.0, 20000.0]"
188,28000,5,6,Tây,12.5,5.7,Sổ hồng,65.3,48.7,4.7,0,dương tử giang,Phường 4,Quận 11,4,1,0,0,1,1,1,0,0,0,0,0,0,"(20000.0, 50000.0]"
189,13200,3,5,T.Nam,19.0,3.55,Sổ hồng,64.3,198.6,4.0,0,hoàng việt,Phường 4,Quận Tân Bình,2,1,0,0,1,1,0,1,1,0,0,0,0,"(10000.0, 20000.0]"
190,4500,2,2,Đ.Nam,13.22,4.25,Sổ hồng,56.0,100.5,5.0,0,bình trị đông,Phường Bình Trị Đông A,Quận Bình Tân,1,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
191,18700,3,5,Nam,17.3,3.0,Sổ hồng,40.0,93.5,12.0,1,vĩnh viễn,Phường 4,Quận 10,2,1,0,0,1,1,0,1,1,1,0,0,0,"(10000.0, 20000.0]"
192,4800,3,2,Tây,15.5,5.0,Sổ hồng,76.5,123.0,5.0,0,tân thới nhất 02,Phường Tân Thới Nhất,Quận 12,1,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
193,9500,4,5,T.Bắc,12.4,4.1,Sổ hồng,50.4,167.2,4.0,0,phạm phú thứ,Phường 11,Quận Tân Bình,3,1,0,0,1,1,0,1,1,0,0,0,0,"(4000.0, 10000.0]"
194,4700,2,3,Đ.Nam,20.0,4.0,Sổ hồng,89.6,159.8,2.5,0,huỳnh tấn phát,Phường Phú Thuận,Quận 7,1,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
195,3700,2,3,Tây,8.5,3.3,Sổ hồng,22.7,54.7,7.3,0,phạm phú thứ,Phường 3,Quận 6,2,0,0,0,1,1,1,1,1,1,1,0,0,"(900.0, 4000.0]"
196,5900,2,2,Đông,10.45,3.75,Sổ hồng,41.0,111.1,3.5,0,âu cơ,Phường 9,Quận Tân Bình,2,0,0,0,0,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
198,7100,3,3,Đ.Nam,3.3,10.4,Sổ hồng,33.3,86.6,3.0,0,lê thị riêng,Phường Bến Thành,Quận 1,2,1,0,0,1,1,1,0,0,0,0,0,0,"(4000.0, 10000.0]"
199,7000,3,3,T.Nam,20.61,3.21,Sổ hồng,66.1,171.1,6.0,0,khánh hội,Phường 3,Quận 4,1,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
200,8000,5,4,Đông,19.0,4.0,Sổ hồng,76.4,186.0,4.0,1,số 42,Phường Bình Trưng Đông,Quận 2,2,1,0,0,1,1,1,0,1,1,1,0,0,"(4000.0, 10000.0]"
201,3000,2,2,Tây,6.15,6.4,Sổ hồng,38.9,77.8,2.2,0,huỳnh tấn phát,Phường Phú Thuận,Quận 7,1,0,0,0,1,1,0,1,1,1,1,0,0,"(900.0, 4000.0]"
202,22000,2,4,Bắc,22.0,3.2,Sổ hồng,57.2,107.9,15.0,1,hoàng văn thụ,Phường 8,Quận Phú Nhuận,1,0,0,0,1,1,1,1,1,1,0,0,0,"(20000.0, 50000.0]"
203,3300,2,1,Đ.Bắc,6.9,4.41,Sổ hồng,34.7,230.9,2.0,0,tôn đản,Phường 4,Quận 4,1,0,0,0,1,1,1,0,0,0,0,0,0,"(900.0, 4000.0]"
204,4500,2,3,Bắc,17.0,5.0,Sổ hồng,84.4,144.1,3.0,0,tô ngọc vân,Phường Thạnh Xuân,Quận 12,1,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
205,7500,2,2,Đ.Bắc,6.6,4.9,Sổ hồng,33.8,63.4,2.0,0,nguyễn thị minh khai,Phường Đa Kao,Quận 1,1,0,0,0,1,1,1,1,1,1,0,0,1,"(4000.0, 10000.0]"
206,5300,3,4,Đông,11.85,3.14,Sổ hồng,35.3,112.9,3.3,0,đồng đen,Phường 14,Quận Tân Bình,2,1,0,0,1,1,1,0,1,0,1,0,0,"(4000.0, 10000.0]"
207,4000,3,3,Bắc,9.5,3.7,Sổ hồng,43.9,79.1,16.0,1,702 hồng bàng,Phường 1,Quận 11,1,0,0,0,1,1,1,1,1,1,0,0,0,"(900.0, 4000.0]"
208,11000,2,2,T.Bắc,13.31,4.27,Sổ hồng,46.3,84.9,15.0,1,lê bình,Phường 4,Quận Tân Bình,1,0,0,0,1,1,1,1,1,1,1,0,0,"(10000.0, 20000.0]"
209,7000,4,4,Bắc,18.05,3.5,Sổ hồng,60.9,174.7,2.2,0,huỳnh văn bánh,Phường 11,Quận Phú Nhuận,2,1,0,0,1,0,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
210,6300,4,3,Đ.Bắc,9.2,3.4,Sổ hồng,31.3,100.0,3.65,0,nguyễn đình chiểu,Phường 3,Quận 3,2,0,0,0,1,0,0,0,1,1,1,0,0,"(4000.0, 10000.0]"
211,17000,4,3,T.Bắc,19.0,10.0,Sổ hồng,190.0,348.1,16.0,1,số 11,Xã Phước Kiển,Huyện Nhà Bè,2,0,0,1,1,1,0,1,1,1,0,0,0,"(10000.0, 20000.0]"
212,12500,3,3,Không xác định,16.72,9.71,Sổ hồng,103.7,239.1,4.0,0,phạm thế hiển,Phường 6,Quận 8,2,1,0,0,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
213,4300,1,1,T.Bắc,5.22,3.25,Sổ hồng,19.4,38.8,8.0,0,lê hồng phong,Phường 2,Quận 10,1,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
215,5800,1,3,T.Nam,17.55,3.11,Sổ hồng,49.9,84.8,5.0,1,số 9,Phường 4,Quận 8,1,0,0,0,1,1,0,0,1,0,1,0,0,"(4000.0, 10000.0]"
216,8700,4,3,T.Nam,13.72,4.74,Sổ hồng,67.6,99.6,2.0,0,tôn thất thuyết,Phường 4,Quận 4,2,0,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
217,18000,20,20,Nam,24.82,7.94,Sổ hồng,236.0,381.7,4.5,0,lê văn thọ,Phường 8,Quận Gò Vấp,1,0,0,0,1,1,1,1,1,1,1,0,0,"(10000.0, 20000.0]"
218,12500,4,4,Đ.Bắc,20.0,6.0,Sổ hồng,120.0,73.2,2.32,0,số 26,Phường Bình Trị Đông B,Quận Bình Tân,1,0,1,0,1,1,0,0,1,0,0,0,0,"(10000.0, 20000.0]"
219,2800,2,2,T.Nam,7.7,3.55,Sổ hồng,27.3,54.3,3.0,0,lê thiệt,Phường Phú Thọ Hòa,Quận Tân Phú,1,0,0,0,1,1,0,1,0,1,0,0,0,"(900.0, 4000.0]"
220,8000,5,5,T.Bắc,10.0,6.0,Sổ hồng,61.0,228.5,4.0,0,tân kỳ tân quý,Phường Sơn Kỳ,Quận Tân Phú,4,0,0,0,1,1,1,0,1,1,0,0,0,"(4000.0, 10000.0]"
221,3900,2,2,T.Nam,12.65,3.64,Sổ hồng,46.9,56.2,3.0,0,lê văn lương,Phường Tân Kiểng,Quận 7,1,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
222,3300,3,3,Nam,6.36,3.7,Sổ hồng,25.3,39.7,3.0,0,trần văn khánh,Phường Tân Thuận Đông,Quận 7,1,0,1,0,1,1,1,0,1,1,0,0,0,"(900.0, 4000.0]"
224,5500,2,3,Đ.Bắc,18.44,8.72,Sổ hồng,103.8,127.6,3.5,0,số 2,Phường Tam Phú,Quận Thủ Đức,1,0,0,0,1,0,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
225,5500,3,3,Đ.Nam,12.5,4.0,Sổ hồng,50.0,89.3,4.5,0,số 28,Phường Linh Đông,Quận Thủ Đức,2,1,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
226,47000,3,3,T.Nam,14.46,9.09,Sổ hồng,131.2,103.1,3.0,0,nguyễn văn hưởng,Phường Thảo Điền,Quận 2,1,0,0,0,1,1,1,1,1,1,1,0,0,"(20000.0, 50000.0]"
227,6500,2,3,Đ.Bắc,13.45,3.66,Sổ hồng,73.5,124.6,1.81,1,đông hồ,Phường 4,Quận 8,1,0,0,0,1,0,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
229,16900,5,5,Nam,18.0,5.0,Sổ đỏ,90.0,315.0,6.0,1,số 4a,Phường Tân Hưng,Quận 7,2,1,0,1,1,1,0,1,1,0,1,0,0,"(10000.0, 20000.0]"
230,6500,2,2,Đ.Bắc,13.88,3.45,Sổ hồng,49.2,105.1,2.0,0,tôn thất thuyết,Phường 15,Quận 4,1,1,0,0,1,1,1,0,1,1,0,0,0,"(4000.0, 10000.0]"
231,6100,2,2,T.Bắc,13.0,4.03,Sổ hồng,52.1,103.6,6.0,0,phạm văn bạch,Phường 15,Quận Tân Bình,1,0,0,0,1,1,0,0,1,0,0,0,0,"(4000.0, 10000.0]"
232,9400,3,2,T.Bắc,19.0,5.0,Sổ hồng,95.0,244.0,12.0,1,số 6b,Xã Bình Hưng,Huyện Bình Chánh,2,1,0,0,1,1,0,1,1,0,0,0,0,"(4000.0, 10000.0]"
233,13700,6,8,Đ.Nam,12.1,6.05,Sổ hồng,72.0,244.3,6.5,0,trần kế xương,Phường 3,Quận Bình Thạnh,2,1,0,0,1,1,0,0,0,0,0,0,1,"(10000.0, 20000.0]"
234,9400,10,10,Bắc,25.46,5.16,Sổ hồng,128.2,75.0,3.0,0,nguyễn tuyển,Phường Bình Trưng Tây,Quận 2,1,0,0,0,1,1,1,0,0,0,0,0,0,"(4000.0, 10000.0]"
236,13500,3,3,Bắc,22.0,3.75,Sổ hồng,84.4,159.7,4.0,0,lê văn sỹ,Phường 13,Quận 3,2,0,0,0,1,1,1,1,1,0,0,0,0,"(10000.0, 20000.0]"
237,3700,1,1,Đ.Bắc,11.8,0.82,Sổ hồng,37.4,79.5,7.0,0,điện biên phủ,Phường 10,Quận 10,1,0,0,0,1,1,1,0,1,0,0,0,1,"(900.0, 4000.0]"
238,5000,3,4,Bắc,14.42,3.42,Sổ hồng,46.7,163.4,4.0,0,an dương vương,Phường 16,Quận 8,2,1,0,0,1,1,0,1,1,0,0,0,0,"(4000.0, 10000.0]"
239,39000,8,8,Đ.Bắc,26.2,7.86,Sổ hồng,204.1,579.1,4.0,0,hồ văn huê,Phường 9,Quận Phú Nhuận,2,1,0,0,1,1,1,0,1,1,0,0,0,"(20000.0, 50000.0]"
240,6200,5,4,Bắc,13.7,4.0,Sổ hồng,55.1,158.8,7.0,0,hà huy giáp,Phường Thạnh Lộc,Quận 12,3,0,0,0,1,1,1,0,1,1,0,0,0,"(4000.0, 10000.0]"
241,6500,4,4,T.Bắc,19.89,2.57,Sổ hồng,79.2,148.0,5.7,0,phạm văn chiêu,Phường 14,Quận Gò Vấp,1,1,1,0,1,1,1,0,1,1,1,0,0,"(4000.0, 10000.0]"
242,8300,5,4,Đ.Bắc,10.1,4.0,Sổ hồng,40.4,173.0,4.0,0,thích quảng đức,Phường 4,Quận Phú Nhuận,2,1,1,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
243,2800,3,4,T.Bắc,13.0,3.2,Sổ hồng,41.6,125.0,6.0,0,phạm hữu lầu,Xã Phước Kiển,Huyện Nhà Bè,2,0,0,0,1,1,1,1,1,1,0,0,0,"(900.0, 4000.0]"
244,4300,2,2,Đ.Nam,7.23,2.96,Sổ hồng,21.4,62.9,4.5,1,hoàng diệu,Phường 8,Quận 4,2,0,0,0,1,1,0,0,0,0,0,0,0,"(4000.0, 10000.0]"
246,5500,2,2,Đ.Bắc,11.69,3.05,Sổ hồng,32.1,98.0,2.0,0,nguyễn duy dương,Phường 4,Quận 10,1,0,0,0,1,0,0,0,1,1,1,0,0,"(4000.0, 10000.0]"
251,3600,2,3,Đ.Bắc,10.6,3.8,Sổ hồng,36.0,72.0,5.0,0,an dương vương,Phường 13,Quận 6,1,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
252,13000,3,3,Đông,6.3,3.5,Sổ hồng,21.0,84.0,20.0,1,nguyễn duy dương,Phường 8,Quận 5,3,0,0,0,1,1,0,1,1,1,1,0,0,"(10000.0, 20000.0]"
253,2400,2,1,T.Nam,9.71,2.02,Sổ hồng,19.3,33.4,2.54,0,phan văn trị,Phường 11,Quận Bình Thạnh,1,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
254,10500,3,2,T.Bắc,14.0,3.75,Sổ hồng,49.5,93.6,4.0,0,nguyễn trãi,Phường 2,Quận 5,1,1,1,0,1,1,1,1,1,1,1,1,0,"(10000.0, 20000.0]"
255,5600,3,4,T.Bắc,12.39,3.1,Sổ hồng,40.9,136.2,3.6,0,nguyễn duy,Phường 9,Quận 8,2,1,1,0,1,0,0,0,1,0,1,0,0,"(4000.0, 10000.0]"
256,3200,2,2,Đ.Nam,8.27,2.91,Sổ hồng,22.7,37.3,2.0,0,dương bá trạc,Phường 2,Quận 8,2,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
257,6900,3,2,Đ.Bắc,4.9,5.43,Sổ hồng,22.5,59.6,2.0,0,d1,Phường 25,Quận Bình Thạnh,1,0,1,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
259,5300,5,4,Đ.Bắc,11.14,5.71,Sổ hồng,63.2,157.3,6.0,1,hà huy giáp,Phường Thạnh Xuân,Quận 12,3,0,0,0,1,1,1,1,1,0,1,0,0,"(4000.0, 10000.0]"
260,7500,6,6,T.Bắc,15.8,2.95,Sổ hồng,46.6,92.4,6.0,0,thành thái,Phường 14,Quận 10,1,0,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
261,5900,3,3,Đ.Nam,15.1,4.0,Sổ hồng,56.6,202.0,8.0,0,phan huy ích,Phường 15,Quận Tân Bình,2,1,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
262,4800,4,4,Tây,16.31,3.0,Sổ hồng,45.0,151.2,3.8,0,quang trung,Phường 11,Quận Gò Vấp,2,0,1,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
263,13000,7,6,T.Nam,15.4,3.7,Sổ hồng,62.0,239.7,3.0,0,trần kế xương,Phường 7,Quận Phú Nhuận,2,0,1,0,1,1,0,1,1,1,1,0,0,"(10000.0, 20000.0]"
264,3500,3,4,T.Nam,11.99,3.03,Sổ hồng,40.3,134.9,2.0,0,lưu hữu phước,Phường 15,Quận 8,2,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
265,4500,1,1,Đ.Bắc,10.0,2.93,Sổ hồng,30.3,51.9,2.5,0,hưng phú,Phường 9,Quận 8,1,0,0,0,1,1,0,0,1,0,0,0,0,"(4000.0, 10000.0]"
266,3900,2,2,T.Nam,9.2,3.5,Sổ hồng,34.2,59.9,3.0,0,bông sao,Phường 5,Quận 8,1,0,0,0,1,1,0,1,0,0,0,0,0,"(900.0, 4000.0]"
267,3200,2,3,T.Bắc,9.15,1.8,Sổ hồng,19.0,50.4,2.25,0,phan đình phùng,Phường 1,Quận Phú Nhuận,2,0,0,0,1,1,1,1,1,1,1,0,0,"(900.0, 4000.0]"
268,3000,3,3,Đ.Bắc,12.06,3.31,Sổ hồng,32.5,97.5,4.0,0,tch 10,Phường Tân Chánh Hiệp,Quận 12,2,0,0,0,1,1,1,1,1,0,1,0,0,"(900.0, 4000.0]"
269,4400,2,2,Đ.Nam,5.5,4.1,Sổ hồng,14.9,420.8,7.0,0,xô viết nghệ tĩnh,Phường 21,Quận Bình Thạnh,1,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
270,12000,2,2,Nam,23.0,3.73,Sổ hồng,51.7,171.5,5.0,1,tân hòa đông,Phường 14,Quận 6,2,1,0,0,1,1,0,0,1,1,1,0,0,"(10000.0, 20000.0]"
271,7800,5,4,T.Bắc,14.0,4.51,Sổ hồng,67.6,225.1,6.0,0,số 32,Phường Thạnh Mỹ Lợi,Quận 2,2,0,1,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
272,7000,3,4,T.Bắc,9.44,6.74,Sổ hồng,50.2,150.9,3.0,0,nghĩa phát,Phường 6,Quận Tân Bình,2,1,0,0,1,1,1,0,0,0,0,0,0,"(4000.0, 10000.0]"
273,11000,5,4,Đ.Bắc,14.75,5.48,Sổ hồng,79.7,217.2,5.0,0,số 4,Phường Trường Thọ,Quận Thủ Đức,2,0,0,0,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
274,5600,4,4,Đ.Bắc,12.5,3.2,Sổ hồng,37.5,102.4,2.4,0,âu dương lân,Phường 2,Quận 8,2,1,0,0,1,1,1,0,1,1,0,0,0,"(4000.0, 10000.0]"
275,5000,2,2,T.Bắc,8.1,2.92,Sổ hồng,24.8,62.9,2.0,0,phạm ngũ lão,Phường Phạm Ngũ Lão,Quận 1,1,0,1,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
276,7000,1,2,Nam,14.47,7.42,Sổ hồng,48.9,74.8,1.33,0,trần hưng đạo,Phường 7,Quận 5,1,0,0,0,1,1,0,0,1,1,1,0,0,"(4000.0, 10000.0]"
278,27000,25,25,T.Nam,39.62,6.1,Sổ hồng,245.0,683.3,6.65,0,tô hiệu,Phường Hiệp Tân,Quận Tân Phú,2,0,0,0,1,1,0,1,0,1,0,0,0,"(20000.0, 50000.0]"
281,14900,4,6,T.Bắc,20.0,4.0,Sổ hồng,80.0,360.0,10.0,1,an dương vương,Phường 10,Quận 6,2,1,1,1,1,0,1,0,1,1,1,0,0,"(10000.0, 20000.0]"
